@relation whatever

@attribute a numeric
@attribute b numeric
@attribute class { FALSE , TRUE } 


@data
0.10041,0.58756,FALSE
0.82694,0.077537,TRUE
0.83777,0.4765,FALSE
0.97783,0.060023,TRUE
0.071634,0.95456,FALSE
0.42842,0.082534,TRUE
0.73471,0.29282,FALSE
0.7691,0.057863,TRUE
0.54122,0.37924,FALSE
0.96883,0.014354,TRUE
0.25668,0.98122,FALSE
0.32802,0.008339,TRUE
0.79923,0.66113,FALSE
0.75991,0.15731,TRUE
0.81492,0.48662,FALSE
0.97077,0.15976,TRUE
0.67001,0.91669,FALSE
0.85323,0.035667,TRUE
0.25683,0.50543,FALSE
0.14692,0.057978,TRUE
0.21004,0.16012,FALSE
0.72113,0.022415,TRUE
0.60543,0.58145,FALSE
0.88122,0.12667,TRUE
0.29724,0.69916,FALSE
0.01829,0.080155,TRUE
0.81298,0.72144,FALSE
0.9871,0.050706,TRUE
0.11619,0.82926,FALSE
0.58351,0.015451,TRUE
0.43246,0.44242,FALSE
0.52586,0.033247,TRUE
0.95244,0.62623,FALSE
0.05548,0.089007,TRUE
0.9706,0.91644,FALSE
0.48266,0.02396,TRUE
0.47358,0.57361,FALSE
0.46994,0.054934,TRUE
0.35783,0.1471,FALSE
0.61981,0.018561,TRUE
0.80713,0.53525,FALSE
0.12145,0.053508,TRUE
0.5671,0.34657,FALSE
0.57847,0.073786,TRUE
0.62785,0.28032,FALSE
0.29685,0.01554,TRUE
0.92821,0.53766,FALSE
0.056826,0.016398,TRUE
0.31893,0.28073,FALSE
0.9384,0.1465,TRUE
0.38633,0.1486,FALSE
0.67532,0.012921,TRUE
0.81944,0.33283,FALSE
0.99784,0.12127,TRUE
0.31676,0.80084,FALSE
0.72069,0.12381,TRUE
0.53784,0.51926,FALSE
0.49301,0.016725,TRUE
0.45849,0.88111,FALSE
0.22625,0.1001,TRUE
0.76967,0.80719,FALSE
0.97289,0.072616,TRUE
0.29384,0.66946,FALSE
0.21041,0.078901,TRUE
0.46976,0.39405,FALSE
0.79192,0.14461,TRUE
0.88834,0.3539,FALSE
0.50628,0.00979,TRUE
0.66337,0.3821,FALSE
0.052437,0.062788,TRUE
0.42012,0.92188,FALSE
0.18442,0.1163,TRUE
0.72491,0.89499,FALSE
0.66665,0.36454,TRUE
0.72961,0.90021,FALSE
0.038639,0.36743,TRUE
0.064105,0.88408,FALSE
0.45599,0.69066,TRUE
0.66835,0.98046,FALSE
0.69184,0.63789,TRUE
0.33426,0.99522,FALSE
0.28663,0.37621,TRUE
0.45736,0.97702,FALSE
0.012333,0.25372,TRUE
0.000466,0.96566,FALSE
0.014901,0.40095,TRUE
0.50121,0.95308,FALSE
0.83133,0.12793,TRUE
0.038724,0.96669,FALSE
0.8957,0.031949,TRUE
0.62908,0.98652,FALSE
0.58069,0.65983,TRUE
0.96988,0.96313,FALSE
0.072267,0.52883,TRUE
0.97167,0.98843,FALSE
0.45167,0.18126,TRUE
0.17244,0.85534,FALSE
0.38614,0.77318,TRUE
0.14251,0.84493,FALSE
0.64351,0.5079,TRUE
0.1787,0.88202,FALSE
0.011034,0.40732,TRUE
0.69099,0.89372,FALSE
0.88182,0.70264,TRUE
0.32644,0.91382,FALSE
0.80929,0.61957,TRUE
0.19248,0.99984,FALSE
0.99468,0.52179,TRUE
0.21234,0.97153,FALSE
0.16581,0.65911,TRUE
0.50285,0.89104,FALSE
0.10423,0.7554,TRUE
0.70927,0.94252,FALSE
0.12444,0.40698,TRUE
0.14374,0.95361,FALSE
0.26285,0.6168,TRUE
0.32726,0.83636,FALSE
0.61418,0.44453,TRUE
0.25429,0.96664,FALSE
0.24687,0.10394,TRUE
0.090117,0.91777,FALSE
0.97274,0.76707,TRUE
0.65603,0.97786,FALSE
0.72438,0.67156,TRUE
0.4543,0.88107,FALSE
0.82559,0.65731,TRUE
0.38726,0.92301,FALSE
0.008255,0.66467,TRUE
0.39422,0.9277,FALSE
0.86626,0.28477,TRUE
0.85255,0.95627,FALSE
0.24667,0.74101,TRUE
0.98261,0.94426,FALSE
0.71205,0.34148,TRUE
0.91222,0.93312,FALSE
0.63896,0.064485,TRUE
0.21655,0.92586,FALSE
0.42187,0.30227,TRUE
0.76515,0.9751,FALSE
0.49867,0.075803,TRUE
0.33373,0.99497,FALSE
0.44035,0.80249,TRUE
0.14358,0.84566,FALSE
0.32983,0.42214,TRUE
0.1489,0.89678,FALSE
0.8255,0.16798,TRUE
0.84147,0.90346,FALSE
0.08087,0.15975,TRUE
0.23539,0.84323,FALSE
0.60907,0.61523,TRUE
0.13988,0.97801,FALSE
0.32738,0.18299,TRUE
0.2987,0.86524,FALSE
0.74876,0.43158,TRUE
0.52886,0.91034,FALSE
0.13103,0.11997,TRUE
0.40899,0.98098,FALSE
0.82727,0.82292,TRUE
0.56225,0.93453,FALSE
0.35498,0.19124,TRUE
0.29065,0.99514,FALSE
0.53688,0.32635,TRUE
0.8344,0.95562,FALSE
0.98279,0.70062,TRUE
0.66054,0.94168,FALSE
0.12,0.78094,TRUE
0.57112,0.97497,FALSE
0.74658,0.70903,TRUE
0.83435,0.96698,FALSE
0.78549,0.64244,TRUE
0.22934,0.90708,FALSE
0.72095,0.86082,TRUE
0.43772,0.94269,FALSE
0.68938,0.31539,TRUE
0.085584,0.88213,FALSE
0.70264,0.24241,TRUE
0.92015,0.98708,FALSE
0.47757,0.42194,TRUE
0.46854,0.9415,FALSE
0.66713,0.45311,TRUE
0.57545,0.92362,FALSE
0.081466,0.17538,TRUE
0.027325,0.84966,FALSE
0.84543,0.098206,TRUE
0.95042,0.92932,FALSE
0.22173,0.57418,TRUE
0.47086,0.96206,FALSE
0.73419,0.51686,TRUE
0.10173,0.95429,FALSE
0.89348,0.70871,TRUE
0.70243,0.95342,FALSE
0.54918,0.078626,TRUE
0.29543,0.86534,FALSE
0.54641,0.47159,TRUE
0.77952,0.88752,FALSE
0.11268,0.66548,TRUE
0.37146,0.83765,FALSE
0.2153,0.43863,TRUE
0.18711,0.95733,FALSE
0.058276,0.39903,TRUE
0.98542,0.99356,FALSE
0.63533,0.03117,TRUE
0.081369,0.91425,FALSE
0.11856,0.59164,TRUE
0.49961,0.98948,FALSE
0.21033,0.089839,TRUE
0.69962,0.91214,FALSE
0.62552,0.13844,TRUE
0.24956,0.86407,FALSE
0.99928,0.75085,TRUE
0.23594,0.87104,FALSE
0.70427,0.59765,TRUE
0.66219,0.88497,FALSE
0.27907,0.36092,TRUE
0.94537,0.9653,FALSE
0.53135,0.35229,TRUE
0.88336,0.93491,FALSE
0.096953,0.44152,TRUE
0.19946,0.86771,FALSE
0.98089,0.8097,TRUE
0.7073,0.91035,FALSE
0.17689,0.048675,TRUE
0.45088,0.99259,FALSE
0.20727,0.59685,TRUE
0.76224,0.99938,FALSE
0.21119,0.46579,TRUE
0.98125,0.97861,FALSE
0.42469,0.73642,TRUE
0.23737,0.89502,FALSE
0.38279,0.53498,TRUE
0.4924,0.94776,FALSE
0.59935,0.25799,TRUE
0.28751,0.84181,FALSE
0.4601,0.78508,TRUE
0.52879,0.87088,FALSE
0.085581,0.32787,TRUE
0.73586,0.91493,FALSE
0.79407,0.79905,TRUE
0.80127,0.97412,FALSE
0.23168,0.82275,TRUE
0.4158,0.88083,FALSE
0.5917,0.57717,TRUE
0.34543,0.91901,FALSE
0.14278,0.63147,TRUE
0.25677,0.90433,FALSE
0.11069,0.26518,TRUE
0.15373,0.94366,FALSE
0.42594,0.72898,TRUE
0.26197,0.99164,FALSE
0.59364,0.20094,TRUE
0.44278,0.9735,FALSE
0.96564,0.46842,TRUE
0.49234,0.96822,FALSE
0.083513,0.54054,TRUE
0.24391,0.89467,FALSE
0.44988,0.13007,TRUE
0.99821,0.97905,FALSE
0.7695,0.85191,TRUE
0.9515,0.95964,FALSE
0.62993,0.23517,TRUE
0.80441,0.94586,FALSE
0.92978,0.73066,TRUE
0.7148,0.94085,FALSE
0.41942,0.19408,TRUE
0.33398,0.83527,FALSE
0.18653,0.047545,TRUE
0.88041,0.99841,FALSE
0.37942,0.81073,TRUE
0.8835,0.99328,FALSE
0.35976,0.39773,TRUE
0.38679,0.96616,FALSE
0.5511,0.31589,TRUE
0.093256,0.87053,FALSE
0.77516,0.031906,TRUE
0.67198,0.98091,FALSE
0.6677,0.11121,TRUE
0.77233,0.92706,FALSE
0.15443,0.37886,TRUE
0.92449,0.96336,FALSE
0.98056,0.299,TRUE
0.67095,0.91874,FALSE
0.23255,0.38196,TRUE
0.22628,0.82894,FALSE
0.64501,0.59386,TRUE
0.93341,0.96694,FALSE
0.50352,0.5449,TRUE
0.64869,0.90398,FALSE
0.84547,0.77364,TRUE
0.10018,0.95078,FALSE
0.90516,0.011375,TRUE
0.42962,0.93305,FALSE
0.67291,0.4974,TRUE
0.76823,0.94328,FALSE
0.89125,0.27918,TRUE
0.56012,0.98882,FALSE
0.4899,0.73824,TRUE
0.78846,0.91717,FALSE
0.52903,0.33739,TRUE
0.6258,0.97711,FALSE
0.81243,0.44793,TRUE
0.7527,0.91717,FALSE
0.18864,0.48006,TRUE
0.69974,0.90495,FALSE
0.69115,0.078706,TRUE
0.79341,0.98448,FALSE
0.91629,0.068891,TRUE
0.4943,0.93276,FALSE
0.54631,0.72356,TRUE
0.062134,0.85559,FALSE
0.27993,0.73783,TRUE
0.61629,0.99155,FALSE
0.72215,0.1078,TRUE
0.055906,0.92351,FALSE
0.3251,0.030985,TRUE
0.6359,0.9277,FALSE
0.94273,0.39654,TRUE
0.11655,0.95863,FALSE
0.38258,0.049137,TRUE
0.43793,0.8658,FALSE
0.72752,0.32719,TRUE
0.1704,0.96823,FALSE
0.53673,0.72016,TRUE
0.55135,0.90943,FALSE
0.73606,0.83174,TRUE
0.33664,0.97072,FALSE
0.88473,0.53358,TRUE
0.93733,0.93598,FALSE
0.4573,0.77438,TRUE
0.16434,0.82878,FALSE
0.31464,0.19098,TRUE
0.78042,0.90497,FALSE
0.29454,0.32908,TRUE
0.47298,0.8928,FALSE
0.57187,0.32149,TRUE
0.51625,0.9259,FALSE
0.98136,0.5784,TRUE
0.80369,0.93072,FALSE
0.094178,0.7621,TRUE
0.99975,0.97324,FALSE
0.055681,0.74238,TRUE
0.58682,0.93457,FALSE
0.94737,0.45375,TRUE
0.4452,0.88628,FALSE
0.55929,0.033922,TRUE
0.46644,0.88277,FALSE
0.35694,0.089087,TRUE
0.65488,0.92136,FALSE
0.89502,0.61869,TRUE
0.52106,0.8854,FALSE
0.74785,0.099092,TRUE
0.5433,0.85994,FALSE
0.13992,0.57649,TRUE
0.61742,0.99065,FALSE
0.7185,0.81844,TRUE
0.9641,0.92697,FALSE
0.76751,0.47791,TRUE
0.043485,0.97165,FALSE
0.54176,0.29039,TRUE
0.85904,0.98438,FALSE
0.95602,0.74752,TRUE
0.56181,0.87669,FALSE
0.926,0.33551,TRUE
0.52783,0.85663,FALSE
0.052225,0.67295,TRUE
0.99081,0.90057,FALSE
0.45476,0.11946,TRUE
0.79225,0.88016,FALSE
0.47596,0.46764,TRUE
0.76532,0.94483,FALSE
0.35972,0.71837,TRUE
0.14064,0.95637,FALSE
0.66045,0.16216,TRUE
0.26226,0.96777,FALSE
0.79446,0.49273,TRUE
0.4621,0.91476,FALSE
0.63654,0.30861,TRUE
0.04247,0.95943,FALSE
0.87203,0.23053,TRUE
0.96321,0.94337,FALSE
0.99977,0.052023,TRUE
0.49535,0.86199,FALSE
0.718,0.37183,TRUE
0.09006,0.92906,FALSE
0.64546,0.28715,TRUE
0.33748,0.98768,FALSE
0.78592,0.000177,TRUE
0.30472,0.87144,FALSE
0.36972,0.76753,TRUE
0.097066,0.87845,FALSE
0.77738,0.30794,TRUE
0.62455,0.96282,FALSE
0.28623,0.57669,TRUE
0.51202,0.91798,FALSE
0.79219,0.36195,TRUE
0.12266,0.90498,FALSE
0.74335,0.47848,TRUE
0.35419,0.95681,FALSE
0.54298,0.80776,TRUE
0.39243,0.90665,FALSE
0.61196,0.15394,TRUE
0.16584,0.87067,FALSE
0.50019,0.64356,TRUE
0.1576,0.95771,FALSE
0.24487,0.46327,TRUE
0.32426,0.98096,FALSE
0.28626,0.11148,TRUE
0.87431,0.89234,FALSE
0.48594,0.13383,TRUE
0.20572,0.90259,FALSE
0.074572,0.29826,TRUE
0.91105,0.99152,FALSE
0.75775,0.47661,TRUE
0.38685,0.96208,FALSE
0.57837,0.56803,TRUE
0.58275,0.86556,FALSE
0.2456,0.7578,TRUE
0.5736,0.91171,FALSE
0.8985,0.063132,TRUE
0.44327,0.99014,FALSE
0.1663,0.028178,TRUE
0.087236,0.8343,FALSE
0.4702,0.55662,TRUE
0.59254,0.97477,FALSE
0.074677,0.087914,TRUE
0.7529,0.9961,FALSE
0.57271,0.52767,TRUE
0.8752,0.9061,FALSE
0.02785,0.072001,TRUE
0.90234,0.913,FALSE
0.24826,0.41801,TRUE
0.11267,0.91891,FALSE
0.47547,0.16033,TRUE
0.1427,0.88661,FALSE
0.6213,0.14613,TRUE
0.021083,0.86789,FALSE
0.35505,0.34955,TRUE
0.8019,0.9149,FALSE
0.64993,0.3607,TRUE
0.90038,0.9409,FALSE
0.72102,0.17874,TRUE
0.93161,0.91795,FALSE
0.51046,0.33431,TRUE
0.96577,0.9455,FALSE
0.38366,0.20026,TRUE
0.011976,0.85529,FALSE
0.4518,0.37654,TRUE
0.71592,0.89948,FALSE
0.45397,0.70632,TRUE
0.17381,0.84691,FALSE
0.46542,0.24014,TRUE
0.23865,0.98978,FALSE
0.082842,0.28846,TRUE
0.88217,0.91346,FALSE
0.87463,0.77965,TRUE
0.48399,0.89424,FALSE
0.55812,0.28975,TRUE
0.9682,0.91113,FALSE
0.087656,0.21801,TRUE
0.15336,0.89824,FALSE
0.59558,0.81156,TRUE
0.53261,0.90183,FALSE
0.40328,0.8029,TRUE
0.65762,0.92128,FALSE
0.95483,0.71235,TRUE
0.7114,0.8894,FALSE
0.98517,0.69335,TRUE
0.94649,0.91325,FALSE
0.13587,0.45929,TRUE
0.022546,0.98481,FALSE
0.16898,0.085967,TRUE
0.084065,0.9754,FALSE
0.090369,0.75458,TRUE
0.36095,0.88603,FALSE
0.50466,0.7595,TRUE
0.15601,0.9938,FALSE
0.79017,0.29604,TRUE
0.42054,0.98951,FALSE
0.34841,0.58058,TRUE
0.006383,0.85459,FALSE
0.24158,0.15841,TRUE
0.6402,0.97555,FALSE
0.16482,0.13872,TRUE
0.45158,0.94517,FALSE
0.003636,0.095328,TRUE
0.19387,0.88146,FALSE
0.25907,0.14512,TRUE
0.013299,0.90199,FALSE
0.91956,0.01792,TRUE
0.64995,0.92799,FALSE
0.56365,0.2228,TRUE
0.10539,0.84523,FALSE
0.93735,0.89128,TRUE
0.24598,0.8335,FALSE
0.22858,0.62327,TRUE
0.12018,0.9861,FALSE
0.70067,0.19553,TRUE
0.34786,0.89026,FALSE
0.54128,0.28983,TRUE
0.38265,0.84972,FALSE
0.88193,0.55973,TRUE
0.64341,0.9532,FALSE
0.92202,0.39884,TRUE
0.092736,0.92431,FALSE
0.35024,0.44425,TRUE
0.19366,0.95788,FALSE
0.86843,0.65926,TRUE
0.29555,0.87352,FALSE
0.9185,0.21157,TRUE
0.53761,0.93161,FALSE
0.28141,0.60355,TRUE
0.43329,0.85638,FALSE
0.49668,0.66678,TRUE
0.27413,0.87251,FALSE
0.56938,0.55829,TRUE
0.72908,0.93035,FALSE
0.86697,0.18327,TRUE
0.38975,0.90517,FALSE
0.084029,0.25509,TRUE
0.60683,0.99055,FALSE
0.041691,0.62912,TRUE
0.54517,0.94899,FALSE
0.68893,0.71639,TRUE
0.095119,0.93171,FALSE
0.29384,0.57432,TRUE
0.034282,0.83426,FALSE
0.679,0.00351,TRUE
0.5516,0.9575,FALSE
0.6989,0.37922,TRUE
0.28563,0.92964,FALSE
0.15651,0.36587,TRUE
0.36419,0.97415,FALSE
0.87074,0.40014,TRUE
0.48684,0.86637,FALSE
0.64625,0.53425,TRUE
0.95148,0.91202,FALSE
0.98734,0.21257,TRUE
0.62804,0.90759,FALSE
0.50736,0.23093,TRUE
0.48752,0.96081,FALSE
0.73455,0.5291,TRUE
0.58123,0.9533,FALSE
0.64725,0.31164,TRUE
0.68619,0.94422,FALSE
0.90487,0.12824,TRUE
0.62072,0.87056,FALSE
0.15952,0.06742,TRUE
0.02843,0.96371,FALSE
0.47299,0.5151,TRUE
0.18639,0.9381,FALSE
0.85674,0.27321,TRUE
0.13035,0.95481,FALSE
0.1479,0.7058,TRUE
0.009618,0.92925,FALSE
0.31627,0.55448,TRUE
0.4203,0.98992,FALSE
0.16316,0.26061,TRUE
0.67679,0.97012,FALSE
0.75834,0.42192,TRUE
0.16858,0.87804,FALSE
0.33755,0.25065,TRUE
0.73831,0.95766,FALSE
0.049505,0.02315,TRUE
0.31328,0.84167,FALSE
0.74481,0.86152,TRUE
0.37256,0.92718,FALSE
0.25111,0.31353,TRUE
0.99957,0.95392,FALSE
0.94596,0.70083,TRUE
0.53427,0.9041,FALSE
0.77467,0.79052,TRUE
0.51019,0.93895,FALSE
0.70408,0.44636,TRUE
0.59026,0.90438,FALSE
0.006088,0.2814,TRUE
0.038367,0.96689,FALSE
0.71646,0.46573,TRUE
0.17478,0.91287,FALSE
0.37576,0.29488,TRUE
0.6206,0.88204,FALSE
0.77051,0.009966,TRUE
0.10323,0.81285,FALSE
0.95648,0.43831,TRUE
0.13842,0.89834,FALSE
0.92896,0.092171,TRUE
0.23439,0.87452,FALSE
0.90063,0.82026,TRUE
0.21972,0.97946,FALSE
0.20397,0.15292,TRUE
0.7593,0.91319,FALSE
0.98663,0.2945,TRUE
0.59049,0.88163,FALSE
0.4894,0.362,TRUE
0.028214,0.83714,FALSE
0.73634,0.60431,TRUE
0.13356,0.93263,FALSE
0.99061,0.22607,TRUE
0.67004,0.88002,FALSE
0.18907,0.54957,TRUE
0.96173,0.96208,FALSE
0.29969,0.73348,TRUE
0.32312,0.92801,FALSE
0.25845,0.68002,TRUE
0.94292,0.94374,FALSE
0.85065,0.75416,TRUE
0.88266,0.98282,FALSE
0.60346,0.2771,TRUE
0.78167,0.91844,FALSE
0.23725,0.45662,TRUE
0.099795,0.85189,FALSE
0.007029,0.12403,TRUE
0.12905,0.99058,FALSE
0.27466,0.24436,TRUE
0.6405,0.98345,FALSE
0.58275,0.23974,TRUE
0.068579,0.92141,FALSE
0.54602,0.84065,TRUE
0.72576,0.98221,FALSE
0.90454,0.60162,TRUE
0.014269,0.96433,FALSE
0.58299,0.32905,TRUE
0.87895,0.90357,FALSE
0.64292,0.44598,TRUE
0.4167,0.91275,FALSE
0.23503,0.094995,TRUE
0.33502,0.94938,FALSE
0.78243,0.20283,TRUE
0.77258,0.95015,FALSE
0.32746,0.51243,TRUE
0.29886,0.98919,FALSE
0.91874,0.24431,TRUE
0.32212,0.97203,FALSE
0.2153,0.50928,TRUE
0.51113,0.9016,FALSE
0.3191,0.088885,TRUE
0.81583,0.92789,FALSE
0.95517,0.44426,TRUE
0.38154,0.92341,FALSE
0.83964,0.71231,TRUE
0.0115,0.85714,FALSE
0.71242,0.54575,TRUE
0.63798,0.89683,FALSE
0.90356,0.18696,TRUE
0.3452,0.94564,FALSE
0.82088,0.42159,TRUE
0.53695,0.88872,FALSE
0.99555,0.24373,TRUE
0.42522,0.944,FALSE
0.50144,0.69213,TRUE
0.17069,0.96903,FALSE
0.64156,0.63779,TRUE
0.14385,0.93448,FALSE
0.089761,0.55545,TRUE
0.51507,0.95326,FALSE
0.048115,0.60212,TRUE
0.19985,0.9818,FALSE
0.6371,0.65214,TRUE
0.33525,0.91301,FALSE
0.54467,0.29398,TRUE
0.90864,0.90193,FALSE
0.50182,0.034534,TRUE
0.9105,0.95107,FALSE
0.70569,0.45224,TRUE
0.35119,0.87265,FALSE
0.60282,0.49183,TRUE
0.13286,0.98011,FALSE
0.83941,0.87416,TRUE
0.44404,0.99877,FALSE
0.70327,0.83367,TRUE
0.37474,0.86026,FALSE
0.97865,0.20816,TRUE
0.33107,0.85412,FALSE
0.93678,0.46193,TRUE
0.36273,0.8772,FALSE
0.49182,0.015547,TRUE
0.33042,0.8805,FALSE
0.98728,0.16433,TRUE
0.79109,0.97603,FALSE
0.68863,0.79172,TRUE
0.002741,0.81266,FALSE
0.040474,0.21834,TRUE
0.22981,0.87613,FALSE
0.51516,0.25875,TRUE
0.91646,0.98398,FALSE
0.56734,0.30976,TRUE
0.51519,0.94792,FALSE
0.5914,0.65533,TRUE
0.34946,0.8826,FALSE
0.24837,0.29062,TRUE
0.20738,0.87799,FALSE
0.99444,0.5572,TRUE
0.41005,0.93893,FALSE
0.92815,0.31282,TRUE
0.70327,0.95488,FALSE
0.75243,0.021977,TRUE
0.41419,0.87006,FALSE
0.15869,0.12902,TRUE
0.37405,0.93045,FALSE
0.004808,0.72101,TRUE
0.53695,0.91142,FALSE
0.030406,0.03309,TRUE
0.93483,0.95589,FALSE
0.97173,0.73969,TRUE
0.35136,0.85689,FALSE
0.81917,0.6496,TRUE
0.21123,0.8419,FALSE
0.69807,0.33955,TRUE
0.34585,0.94993,FALSE
0.51642,0.35694,TRUE
0.15421,0.97666,FALSE
0.19649,0.35679,TRUE
0.04916,0.84496,FALSE
0.24163,0.029096,TRUE
0.34972,0.96307,FALSE
0.38574,0.065028,TRUE
0.36523,0.89875,FALSE
0.75571,0.2365,TRUE
0.49215,0.92044,FALSE
0.61681,0.5847,TRUE
0.93197,0.92252,FALSE
0.59917,0.22283,TRUE
0.30265,0.91,FALSE
0.39613,0.74729,TRUE
0.1995,0.98607,FALSE
0.34228,0.67654,TRUE
0.005048,0.96673,FALSE
0.38229,0.17942,TRUE
0.51088,0.87117,FALSE
0.65559,0.46615,TRUE
0.017094,0.859,FALSE
0.86599,0.65689,TRUE
0.10487,0.92327,FALSE
0.21661,0.51783,TRUE
0.23585,0.98593,FALSE
0.2277,0.8192,TRUE
0.46536,0.85901,FALSE
0.74976,0.21599,TRUE
0.56907,0.86131,FALSE
0.35859,0.79615,TRUE
0.608,0.93824,FALSE
0.73644,0.27128,TRUE
0.98254,0.91224,FALSE
0.73417,0.22222,TRUE
0.099816,0.92023,FALSE
0.42071,0.75938,TRUE
0.22389,0.97791,FALSE
0.34864,0.47536,TRUE
0.13766,0.92631,FALSE
0.79778,0.27422,TRUE
0.71861,0.92548,FALSE
0.48167,0.30342,TRUE
0.12913,0.87269,FALSE
0.5933,0.47695,TRUE
0.75265,0.95069,FALSE
0.092572,0.77629,TRUE
0.6386,0.99069,FALSE
0.99759,0.43229,TRUE
0.72639,0.88169,FALSE
0.82979,0.23784,TRUE
0.47377,0.91824,FALSE
0.69315,0.62799,TRUE
0.29844,0.99123,FALSE
0.073234,0.76189,TRUE
0.84415,0.91599,FALSE
0.35744,0.45147,TRUE
0.40666,0.94712,FALSE
0.083624,0.41859,TRUE
0.8858,0.91921,FALSE
0.046759,0.79361,TRUE
0.30205,0.89507,FALSE
0.74759,0.6905,TRUE
0.64418,0.92973,FALSE
0.7505,0.56574,TRUE
0.87057,0.9321,FALSE
0.89178,0.065316,TRUE
0.74157,0.92808,FALSE
0.34301,0.79938,TRUE
0.011427,0.81064,FALSE
0.010003,0.11218,TRUE
0.95655,0.95337,FALSE
0.11831,0.3269,TRUE
0.60909,0.98609,FALSE
0.97325,0.39378,TRUE
0.67749,0.91814,FALSE
0.042816,0.55015,TRUE
0.10107,0.92742,FALSE
0.626,0.12385,TRUE
0.78877,0.9776,FALSE
0.43436,0.28126,TRUE
0.33068,0.94118,FALSE
0.092391,0.73246,TRUE
0.23533,0.84156,FALSE
0.14891,0.66445,TRUE
0.19823,0.92529,FALSE
0.40685,0.83513,TRUE
0.98136,0.93767,FALSE
0.40407,0.13097,TRUE
0.30638,0.86942,FALSE
0.98526,0.23265,TRUE
0.54152,0.87244,FALSE
0.87195,0.78556,TRUE
0.92223,0.99747,FALSE
0.50625,0.46271,TRUE
0.28513,0.83646,FALSE
0.094073,0.073785,TRUE
0.8877,0.92541,FALSE
0.14691,0.045681,TRUE
0.072919,0.90924,FALSE
0.66635,0.36822,TRUE
0.16979,0.94633,FALSE
0.7558,0.68378,TRUE
0.25104,0.85093,FALSE
0.46214,0.15321,TRUE
0.76902,0.99767,FALSE
0.75162,0.47371,TRUE
0.24329,0.97919,FALSE
0.94537,0.67602,TRUE
0.21706,0.8358,FALSE
0.45854,0.65192,TRUE
0.17687,0.91841,FALSE
0.76883,0.67684,TRUE
0.69239,0.98503,FALSE
0.28588,0.76352,TRUE
0.35119,0.87578,FALSE
0.54686,0.001367,TRUE
0.83227,0.98855,FALSE
0.88998,0.79632,TRUE
0.89514,0.9229,FALSE
0.016602,0.023427,TRUE
0.84934,0.97178,FALSE
0.66934,0.48516,TRUE
0.040378,0.92655,FALSE
0.5138,0.36608,TRUE
0.27362,0.95164,FALSE
0.26741,0.31597,TRUE
0.48079,0.93742,FALSE
0.042727,0.10561,TRUE
0.1257,0.93216,FALSE
0.21199,0.74718,TRUE
0.1275,0.96542,FALSE
0.85565,0.8675,TRUE
0.000637,0.94208,FALSE
0.12076,0.5953,TRUE
0.99879,0.92565,FALSE
0.74129,0.71326,TRUE
0.75936,0.90557,FALSE
0.90156,0.4595,TRUE
0.10612,0.90297,FALSE
0.36308,0.25907,TRUE
0.006321,0.84703,FALSE
0.93625,0.57913,TRUE
0.89073,0.89613,FALSE
0.99522,0.55845,TRUE
0.66677,0.88257,FALSE
0.3695,0.17986,TRUE
0.83445,0.92163,FALSE
0.8283,0.21069,TRUE
0.42433,0.94789,FALSE
0.17963,0.039012,TRUE
0.53208,0.92346,FALSE
0.79758,0.85513,TRUE
0.22695,0.88543,FALSE
0.99425,0.24291,TRUE
0.12899,0.99061,FALSE
0.30907,0.45122,TRUE
0.38549,0.9841,FALSE
0.93631,0.42412,TRUE
0.11643,0.96663,FALSE
0.58507,0.25211,TRUE
0.10407,0.82674,FALSE
0.17515,0.59716,TRUE
0.45028,0.96582,FALSE
0.73844,0.86131,TRUE
0.43367,0.95434,FALSE
0.18213,0.067835,TRUE
0.52196,0.90821,FALSE
0.94693,0.094221,TRUE
0.51725,0.87142,FALSE
0.95747,0.10981,TRUE
0.62789,0.97865,FALSE
0.99492,0.53541,TRUE
0.25838,0.91329,FALSE
0.35447,0.50151,TRUE
0.4669,0.84989,FALSE
0.22814,0.25187,TRUE
0.53531,0.99536,FALSE
0.23423,0.69232,TRUE
0.69693,0.87589,FALSE
0.41992,0.5881,TRUE
0.36001,0.94613,FALSE
0.40229,0.30452,TRUE
0.13589,0.99114,FALSE
0.44345,0.14049,TRUE
0.70027,0.87022,FALSE
0.06248,0.091497,TRUE
0.65269,0.96595,FALSE
0.51785,0.52504,TRUE
0.75604,0.95428,FALSE
0.26406,0.05969,TRUE
0.50561,0.95764,FALSE
0.72611,0.69748,TRUE
0.001563,0.85452,FALSE
0.41023,0.6169,TRUE
0.30466,0.87756,FALSE
0.099279,0.51984,TRUE
0.69173,0.96845,FALSE
0.49256,0.35639,TRUE
0.52941,0.96884,FALSE
0.28763,0.24059,TRUE
0.29485,0.90793,FALSE
0.04312,0.64088,TRUE
0.0752,0.97693,FALSE
0.48995,0.49769,TRUE
0.14459,0.82523,FALSE
0.98976,0.76763,TRUE
0.14493,0.9666,FALSE
0.97719,0.58768,TRUE
0.074596,0.94806,FALSE
0.4974,0.74205,TRUE
0.30984,0.91044,FALSE
0.56642,0.71776,TRUE
0.67054,0.96283,FALSE
0.4128,0.76292,TRUE
0.049361,0.92104,FALSE
0.56923,0.094961,TRUE
0.3493,0.95432,FALSE
0.11333,0.69396,TRUE
0.3292,0.98291,FALSE
0.050099,0.012685,TRUE
0.88924,0.89568,FALSE
0.14107,0.011629,TRUE
0.15828,0.82783,FALSE
